route_number,stop_id,stop_sequence,stop_name,latitude,longitude
V51,3016129434,10,"Velachery Mudhanmai Salai, Chitlapakkam (12.9226N)",12.9226099,80.1436734
V51,9400398341,11,"Velachery Mudhanmai Salai, Gowriwakkam",12.9234344,80.1545734
V51,5090924222,12,"Velachery Mudhanmai Salai, Gowriwakkam (12.9235N)",12.923495,80.1545664
V51,9400398344,13,"Velachery Mudhanmai Salai, Gowriwakkam (12.9235N) #2",12.9235081,80.1593117
V51,7966811036,14,"Velachery Mudhanmai Salai, Gowriwakkam (12.9236N)",12.9235567,80.1593225
V51,9400398347,15,"Velachery Mudhanmai Salai, Gowriwakkam (12.9200N)",12.9199655,80.1709299
V51,1693491914,16,"Velachery Mudhanmai Salai, Gowriwakkam (12.9200N) #2",12.9200019,80.170946
V51,9526179499,17,"Mount - Medavakkam Road, Nanmangalam",12.9387939,80.1823586
V51,9412787718,18,"Mount - Medavakkam Road, Keelkattalai (Route V51)",12.9486549,80.1851006
V51,9412787720,19,"Mount - Medavakkam Road, Keelkattalai (Route V51) #2",12.955952,80.1868305
V51,9412787721,20,"Sabari Salai, Zone 14 Perungudi",12.9653705,80.1915804
V51,9412787723,21,"Madipakkam - Velachery Road, Zone 14 Perungudi",12.9648168,80.1963361
V51,9412787724,22,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9649N)",12.9648849,80.1962538
V51,338250257,23,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9655N)",12.9655423,80.2003456
V51,9412787725,24,"Bazaar Road, Zone 14 Perungudi",12.965438,80.2013584
V51,9412787728,25,"Bazaar Road, Zone 14 Perungudi (12.9656N)",12.9656308,80.2043863
V51,9412787729,26,"Bazaar Road, Zone 14 Perungudi (12.9658N)",12.9658462,80.2031164
V51,277912055,27,"CMWSSB Division 169, Zone 14 Perungudi",12.9652732,80.2071039
V51,9412787727,28,"Bazaar Road, Zone 14 Perungudi (12.9653N)",12.9653278,80.2069929
V51,9400398383,29,"Velachery Main Road, Zone 14 Perungudi (12.9639N)",12.9638777,80.2160234
V51,1949567462,30,"Velachery Main Road, Zone 14 Perungudi (12.9639N) #2",12.9639064,80.2159702
V51,9400398385,31,"Velachery Main Road, Zone 13 Adyar",12.9713022,80.2190042
V51,1764308008,32,"Velachery Main Road, Zone 13 Adyar (12.9713N)",12.9712721,80.2189421
V51,278744710,33,"Taramani Road, Zone 13 Adyar (12.9760N)",12.975951,80.2210664
V51,9370267242,34,"Velachery Main Road, Zone 13 Adyar (12.9830N)",12.9829795,80.2219649
V51,9412787731,35,"Velachery Main Road, Zone 13 Adyar (12.9865N) #2",12.9864666,80.2229705
V51,9370267243,36,"Velachery Main Road, Zone 13 Adyar (12.9865N)",12.9864532,80.2229117
V51,9368672356,37,"Velachery Main Road, Zone 13 Adyar (12.9910N) #2",12.9909955,80.2200242
V51,313159416,38,"Velachery Main Road, Zone 13 Adyar (12.9910N)",12.9909681,80.2199873
V51,2158620129,39,"Velachery Main Road, Zone 13 Adyar (Route V51)",12.9974127,80.2164502
V51,5631301426,40,"Velachery Main Road, Zone 13 Adyar (Route V51) #2",12.9974859,80.2164321
V51,9412787732,41,"Velachery Main Road, Zone 13 Adyar (Route V51) #3",13.0048514,80.2202225
V51,9412787734,42,"Anna Salai (Mount Road), Zone 13 Adyar (13.0155N)",13.0155164,80.2250894
V51,3264883515,43,"Anna Salai (Mount Road), Zone 13 Adyar (Route V51)",13.0155768,80.225033
V51,9412787735,44,"Anna Salai (Mount Road), Zone 13 Adyar (13.0221N)",13.0221111,80.226294
V51,3263010049,45,"Anna Salai (Mount Road), Zone 13 Adyar (Route V51) #2",13.0221248,80.2262769
V51,9412787736,46,"1st Main Road, Zone 13 Adyar",13.0279977,80.2309273
V51,6497450229,47,"South Usman Road, Zone 10 Kodambakkam (13.0343N)",13.0342592,80.230369
V51,11959583813,48,"Velachery Main Road, Zone 13 Adyar (12.9829N)",12.9829338,80.2219894
